Doc Id,Sentiment,TFIDF Score,Total_Number_of_Words,Positive_Word_Count-GI,Negative_Word_Count-GI,Neutral_Word_Count-GI,Objective_Word_Count-GI,Unidentified_Word_Count-GI,Positive_Word_Count-Polarity,Negative_Word_Count-Polarity,Neutral_Word_Count-Polarity,Unidentified_Word_Count-Polarity,SNW-Score,Emoticons_Score,Exclamation_Count,HashTag_Score,Adjective_Score,Gi-Score,Polarity-Score,Final-Score,Exclamation_Score,Final_Score_With_SNW,Bi-Gram_Score,Tri-Gram_Score,NewHashTagScore
3370,objective,10.426167,8,0,0,5,0,3,0,0,0,8,0.125,0,0,0,0,0,0,0,0,0.625,25.84946,25.84946,1
3371,negative,26.323998,13,2,2,8,0,1,2,1,1,9,-0.375,0,0,0,4.432054122,0,5,2.5,0,-0.625,32.314366,32.314366,1
3372,neutral,28.216355,12,1,0,6,0,5,1,0,0,11,0.25,0,0,0,0,3,5,4,0,3.25,65.881403,65.881403,0
3373,positive,20.568516,14,1,1,6,0,6,1,1,1,11,0,0,0,1,2.625852275,0,0,0,0,0,39.782088,39.782088,1
3374,neutral,14.778163,8,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,24.772992,24.772992,0
3375,positive,16.533009,9,1,0,5,0,3,2,0,0,7,0,0,5,1,1.215575226,3,10,6.5,2.166666667,3.25,21.992925,21.992925,1
3376,negative,36.458352,11,2,0,3,0,6,2,0,0,9,0,0,0,1,3.431703291,6,10,8,0,4,51.362598,51.362598,0
3377,neutral,10.570091,9,0,0,3,0,6,0,0,1,8,0.375,0,1,1,0,0,0,0,0,1.875,6.5961,6.5961,0
3378,positive,20.125272,14,0,0,5,0,9,1,0,0,13,0,0,0,0,0,0,5,2.5,0,1.25,53.037901,62.872599,1
3379,neutral,19.620747,11,0,0,8,0,3,0,0,0,11,-0.125,0,0,1,0,0,0,0,0,-0.625,44.033319,44.033319,0
3380,negative,35.549249,17,0,0,10,0,7,1,2,1,13,-0.875,0,0,0,1.392445398,0,-5,-2.5,0,-5.625,60.251199,60.251199,0
3381,positive,15.1574,9,1,0,7,0,1,1,1,0,7,0.25,0,0,1,1.167751056,3,0,1.5,0,2,52.836049,76.017559,0
3382,neutral,17.584042,9,1,1,5,0,2,1,2,2,4,-1,0,1,0,0.709298052,0,-5,-2.5,-0.166666667,-6.25,31.489297,36.299797,0
3383,positive,24.774421,11,1,0,7,0,3,3,0,0,8,-0.125,0,2,0,4.096686352,3,15,9,1.2,3.875,39.692271,39.692271,0
3384,objective,14.15979,8,0,0,1,0,7,0,0,0,8,0,0,0,1,0,0,0,0,0,0,24.152914,35.677859,0
3385,negative,23.227741,14,2,3,4,1,4,1,4,1,8,0.25,0,9,0,2.050958989,-3,-15,-9,-5.4,-3.25,39.154312,39.154312,0
3386,negative,14.184688,11,1,1,8,0,1,1,2,2,6,0.25,0,0,0,1.951891988,0,-5,-2.5,0,0,29.726477,29.726477,0
3387,neutral,15.744917,13,1,0,6,0,6,2,1,0,10,-1,0,0,0,1.361634922,3,5,4,0,-3,21.636313,21.636313,0
3388,positive,13.239529,14,2,0,4,0,8,3,0,0,11,-0.25,0,2,0,2.301590095,6,15,10.5,1.4,4,20.28556,20.28556,0
3389,positive,15.569626,6,0,0,4,0,2,1,1,0,4,0.125,0,0,0,0,0,0,0,0,0.625,25.024019,27.900438,1
3390,positive,25.706889,11,0,0,9,0,2,0,0,2,9,0,0,0,0,0,0,0,0,0,0,44.231176,47.833542,1
3391,positive,23.739376,9,2,0,5,0,2,3,1,0,5,0,0,6,0,2.475912008,6,10,8,3.2,4,41.863342,41.863342,0
3392,positive,15.070081,7,1,0,2,0,4,1,0,0,6,0,0,2,0,0,3,5,4,0.533333333,2,29.559574,29.559574,0
3393,negative,35.525685,11,0,1,4,1,5,0,1,1,9,0,0,0,0,-0.447984596,-3,-5,-4,0,-2,66.227551,66.227551,0
3394,positive,22.804991,14,1,1,5,0,7,1,2,0,11,-0.5,0,0,0,0.981936349,0,-5,-2.5,0,-3.75,26.493513,26.493513,0
3395,neutral,39.081802,14,2,0,3,0,9,2,0,0,12,-0.125,0,1,1,1.114361744,6,10,8,0.533333333,3.375,68.000457,68.000457,0
3396,objective,18.91736,10,0,0,6,0,4,1,2,0,7,-1,0,0,1,0.927524895,0,-5,-2.5,0,-6.25,39.534826,39.534826,0
3397,positive,24.815631,15,1,0,10,0,4,2,0,1,12,0.5,0,0,0,-0.573562795,3,10,6.5,0,5.75,29.798807,29.798807,0
3398,positive,13.005148,5,1,0,3,0,1,1,1,0,3,0.375,0,0,0,2.094841445,3,0,1.5,0,2.625,48.885876,76.630658,0
3399,objective,47.579235,17,1,2,7,0,7,2,2,0,13,1.125,0,1,0,0.821680897,-3,0,-1.5,-0.1,4.875,70.192624,74.042218,1
3400,neutral,27.664282,12,0,0,8,0,4,0,0,0,12,0.125,0,0,0,0,0,0,0,0,0.625,37.847542,37.847542,0
3401,neutral,8.15492,9,2,0,2,0,5,3,0,0,6,0,0,0,0,1.114277086,6,15,10.5,0,5.25,20.465422,20.465422,0
3402,objective,11.402151,11,1,0,6,0,4,0,1,0,10,-0.875,0,0,0,1.337857538,3,-5,-1,0,-4.875,32.064071,32.064071,0
3403,negative,20.477171,14,0,2,6,0,6,0,1,0,13,-1,0,1,0,0.513495502,-6,-5,-5.5,-0.366666667,-7.75,32.888908,32.888908,0
3404,positive,16.613903,11,2,0,5,0,4,2,0,0,9,0.125,0,0,0,1.102489395,6,10,8,0,4.625,33.714531,33.714531,0
3405,positive,20.111679,8,1,0,6,0,1,2,0,2,4,-0.75,0,0,1,2.931305254,3,10,6.5,0,-0.5,43.421927,47.024293,0
3406,positive,8.499364,6,1,0,1,1,3,1,0,0,5,0,0,1,0,1.445199217,3,5,4,0.266666667,2,8.529044,8.529044,0
3407,positive,12.12713,7,1,0,4,1,1,2,0,1,4,0,0,4,0,3.183800491,3,10,6.5,1.733333333,3.25,48.599392,64.758204,0
3408,objective,29.515316,13,0,0,6,0,7,0,0,0,13,0,0,0,0,0.102955796,0,0,0,0,0,54.339814,54.339814,0
3409,objective,17.86018,13,1,0,6,0,6,3,1,0,9,-0.875,0,0,0,0,3,10,6.5,0,-1.125,18.531078,18.531078,0
3410,neutral,33.941499,16,1,0,7,1,7,1,1,1,13,-0.375,0,0,0,0,3,0,1.5,0,-1.125,53.832017,53.832017,0
3411,neutral,17.878577,15,1,0,10,0,4,2,0,3,10,-0.5,0,0,0,4.507155067,3,10,6.5,0,0.75,35.809603,35.809603,0
3412,positive,18.642107,17,0,0,8,0,9,1,0,0,16,0.5,0,0,0,0.572374611,0,5,2.5,0,3.75,47.626487,47.626487,0
3413,positive,11.258201,10,1,0,5,0,4,1,0,1,8,0,0,0,0,2.094841445,3,5,4,0,2,27.06364,33.605894,2
3414,positive,13.109798,8,1,0,3,0,4,1,0,1,6,-0.25,0,0,0,0.709298052,3,5,4,0,0.75,25.005818,25.005818,0
3415,positive,20.139352,10,1,1,7,0,1,1,1,1,7,0.5,0,0,0,1.580104932,0,0,0,0,2.5,54.967823,59.349237,0
3416,negative,18.71034,10,0,0,4,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,51.430652,54.936142,1
3417,positive,16.042819,12,0,0,5,0,7,1,0,0,11,0.375,0,7,0,0.589370904,0,5,2.5,1.166666667,3.125,22.039279,22.039279,0
3418,negative,21.711598,9,0,1,5,0,3,0,1,1,7,-1,0,0,0,-0.031352242,-3,-5,-4,0,-7,48.837254,57.706249,0
3419,neutral,10.292053,7,0,0,4,0,3,1,0,0,6,-0.125,0,0,1,0,0,5,2.5,0,0.625,21.821475,21.821475,0
3420,objective,20.72228,10,0,0,6,0,4,1,1,0,8,0,0,0,0,0.589370904,0,0,0,0,0,49.510003,49.510003,1
3421,neutral,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,neutral,15.743922,8,0,0,5,0,3,0,0,0,8,-0.5,0,1,1,0,0,0,0,0,-2.5,19.421684,19.421684,0
3423,neutral,30.331692,10,1,0,4,0,5,2,0,0,8,0,0,0,0,2.270789356,3,10,6.5,0,3.25,45.000069,45.000069,0
3424,positive,28.693004,15,1,0,7,0,7,1,1,0,13,-0.875,0,3,0,1.122143055,3,0,1.5,0.3,-3.625,46.974351,51.411247,0
3425,neutral,9.516494,6,0,0,2,0,4,0,0,1,5,0,0,1,0,0,0,0,0,0,0,26.768699,26.768699,0
3426,objective,11.042922,30,1,1,12,0,16,0,1,0,29,0,0,0,1,3.056595195,0,-5,-2.5,0,-1.25,33.388181,46.831045,0
3427,neutral,10.178939,8,1,1,2,0,4,3,2,0,3,0,0,0,0,1.26397635,0,5,2.5,0,1.25,37.996023,37.996023,0
3428,positive,17.821673,11,1,0,4,1,5,1,0,0,10,0.25,0,0,0,0.373813442,3,5,4,0,3.25,35.540933,35.540933,0
3429,positive,25.98077,12,0,0,9,0,3,1,2,0,9,-0.875,0,2,0,2.826332812,0,-5,-2.5,-0.333333333,-5.625,62.846779,74.442319,0
3430,neutral,17.781789,12,0,0,6,0,6,0,2,0,10,0,0,1,0,0,0,-10,-5,-0.333333333,-2.5,43.657077,43.657077,0
3431,neutral,15.743922,8,0,0,5,0,3,0,0,0,8,-0.5,0,1,0,0,0,0,0,0,-2.5,19.421684,19.421684,0
3432,objective,30.092035,11,1,0,6,0,4,1,0,0,10,0,0,0,0,0.557180872,3,5,4,0,2,55.529208,60.572933,0
3433,positive,21.147259,14,0,0,9,0,5,0,0,1,13,-0.125,5,1,0,0,0,0,0,0,-0.625,53.957908,62.226076,0
3434,negative,22.456868,15,0,1,6,0,8,0,2,0,13,-1.25,0,0,0,0,-3,-10,-6.5,0,-9.5,44.864877,44.864877,0
3435,positive,16.591259,11,1,0,6,0,4,2,1,0,8,-0.375,0,0,0,1.824649082,3,5,4,0,0.125,44.36897,48.025374,0
3436,positive,22.687768,13,1,0,8,0,4,1,0,0,12,0.375,0,0,0,-0.251932748,3,5,4,0,3.875,58.722016,71.917652,0
3437,positive,12.479671,7,0,0,5,0,2,1,1,0,5,0.375,0,1,0,0,0,0,0,0,1.875,44.47992,71.123128,0
3438,positive,19.389102,9,2,0,3,1,3,3,0,0,6,0,0,1,0,1.25397252,6,15,10.5,0.7,5.25,37.135741,41.772043,0
3439,positive,34.840906,14,0,0,4,0,10,0,0,0,14,-0.375,0,1,0,0,0,0,0,0,-1.875,36.037697,36.037697,0
3440,neutral,21.888707,9,0,0,4,1,4,0,0,0,9,0,0,1,0,0,0,0,0,0,0,28.493064,28.493064,0
3441,objective,13.67891,13,1,0,3,0,9,1,0,0,12,0.25,0,0,0,0,3,5,4,0,3.25,35.621747,39.142472,0
3442,positive,20.643723,6,0,0,1,1,4,2,0,0,4,0.625,0,0,0,1.215575226,0,10,5,0,5.625,40.588122,40.588122,0
3443,objective,28.282064,16,1,0,5,2,8,0,1,1,14,0,0,0,0,0.974863179,3,-5,-1,0,-0.5,56.274527,56.274527,0
3444,positive,10.28449,16,0,0,6,0,10,0,0,2,14,0,0,0,0,1.917504916,0,0,0,0,0,20.690973,25.889369,0
3445,positive,23.78976,12,0,0,7,0,5,0,0,0,12,-0.25,0,0,0,1.435983985,0,0,0,0,-1.25,53.09112,63.980941,0
3446,positive,16.892354,13,0,1,7,1,4,0,2,2,9,-0.5,0,0,0,1.216854926,-3,-10,-6.5,0,-5.75,38.574262,38.574262,0
3447,neutral,11.728257,8,0,1,3,1,3,0,0,0,8,0.25,0,1,0,0,-3,0,-1.5,-0.1,0.5,28.585695,28.585695,0
3448,objective,27.916869,11,1,0,7,0,3,3,0,0,8,0,0,0,0,0.557180872,3,15,9,0,4.5,53.392598,53.392598,0
3449,negative,10.579869,23,2,2,6,0,13,2,2,0,19,0,0,0,0,0,0,0,0,0,0,10.678298,10.678298,0
3450,negative,11.587878,8,0,0,6,0,2,1,0,0,7,0.375,0,0,0,2.022223118,0,5,2.5,0,3.125,32.43517,32.43517,0
3451,neutral,15.201835,11,0,0,6,0,5,0,1,0,10,-1.25,0,0,0,1.183100401,0,-5,-2.5,0,-7.5,28.594766,28.594766,0
3452,positive,34.841011,15,0,0,10,0,5,0,0,1,14,-0.125,0,0,0,0.464060683,0,0,0,0,-0.625,55.699768,55.699768,0
3453,positive,9.55729,12,0,0,6,0,6,0,0,1,11,0.75,0,0,0,0.426280862,0,0,0,0,3.75,10.950957,15.387853,1
3454,positive,13.193656,4,1,0,2,1,0,1,0,1,2,0,0,1,0,0,3,5,4,0.266666667,2,29.461936,37.700604,0
3455,positive,45.496126,15,0,1,6,0,8,0,0,1,14,-0.125,0,1,0,1.161268807,-3,0,-1.5,-0.1,-1.375,71.54667,75.203074,0
3456,positive,21.648672,12,0,1,7,0,4,0,2,0,10,0.125,0,4,0,-0.087144417,-3,-10,-6.5,-1.733333333,-2.625,24.589755,24.589755,0
3457,positive,20.694323,23,2,0,7,0,14,2,0,2,19,0.125,0,0,0,1.194627404,6,10,8,0,4.625,26.652339,26.652339,0
3458,positive,18.536137,13,0,1,7,0,5,1,3,1,8,0,0,6,0,1.57190232,-3,-10,-6.5,-2.6,-3.25,40.112784,47.76415,0
3459,negative,6.22481,4,0,0,3,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,12.639,12.639,0
3460,neutral,22.331462,14,2,0,9,0,3,2,0,1,11,0.5,0,0,0,2.369303845,6,10,8,0,6.5,44.319426,44.319426,0
3461,positive,22.584215,11,0,1,5,0,5,0,1,2,8,-0.125,0,0,0,1.785194463,-3,-5,-4,0,-2.625,44.387181,47.989547,0
3462,positive,22.996167,8,0,0,2,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,43.159456,63.109899,0
3463,neutral,17.338394,9,0,0,4,2,3,1,0,2,6,0,0,0,0,0,0,5,2.5,0,1.25,38.214824,48.22372,0
3464,neutral,11.933591,5,0,0,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,46.351565,54.296467,0
3465,objective,19.903349,14,0,0,8,0,6,1,2,0,11,-1,0,0,0,0.22968527,0,-5,-2.5,0,-6.25,59.70156,59.70156,0
3466,negative,18.985619,10,0,2,8,0,0,0,2,2,6,-0.25,0,0,0,0,-6,-10,-8,0,-5.25,50.119433,50.119433,0
3467,negative,33.154166,12,0,1,2,0,9,0,2,0,10,0,0,1,0,-0.236362416,-3,-10,-6.5,-0.433333333,-3.25,46.081674,46.081674,0
3468,positive,16.551454,13,3,0,7,0,3,1,2,1,9,0.75,0,1,0,0.709298052,9,-5,2,0.133333333,4.75,73.144682,96.326192,0
3469,positive,30.275565,12,1,0,7,1,3,2,0,0,10,-0.125,0,0,0,4.261516505,3,10,6.5,0,2.625,56.586569,60.188935,0
3470,positive,14.954236,13,1,0,1,0,11,1,0,1,11,0,0,0,0,2.372379592,3,5,4,0,2,32.443954,40.866793,1
3471,negative,33.456739,14,2,2,6,1,3,1,2,0,11,-1,0,0,0,2.436389288,0,-5,-2.5,0,-6.25,74.467904,74.467904,0
3472,neutral,18.001999,12,0,1,4,2,5,1,1,1,9,0.125,0,2,0,0,-3,0,-1.5,-0.2,-0.125,46.768559,51.579059,1
3473,objective,25.314038,13,1,0,3,0,9,1,0,0,12,0,0,1,0,0,3,5,4,0.266666667,2,48.793945,48.793945,0
3474,neutral,23.446307,16,0,0,9,0,7,0,2,2,12,-0.625,0,0,0,1.308260102,0,-10,-5,0,-5.625,33.872177,33.872177,0
3475,positive,16.411272,9,0,1,5,0,3,0,1,0,8,0.25,0,3,0,0.426280862,-3,-5,-4,-0.8,-0.75,31.886928,31.886928,0
3476,positive,19.767561,13,0,0,3,1,9,0,0,1,12,0,5,4,1,0,0,0,0,0,0,47.803453,47.803453,0
3477,negative,2.032828,12,0,1,5,0,6,0,2,0,10,0,0,0,0,0,-3,-10,-6.5,0,-3.25,26.964242,26.964242,0
3478,positive,19.782488,10,1,0,5,1,3,3,0,1,6,0,0,0,1,2.431893395,3,15,9,0,4.5,54.406962,59.324311,0
3479,positive,30.525106,17,1,0,3,0,13,1,1,0,15,0,5,2,0,1.05521413,3,0,1.5,0.2,0.75,126.607607,254.632879,0
3480,negative,35.130045,13,1,1,9,0,2,2,2,0,9,-0.625,0,0,0,5.241530505,0,0,0,0,-3.125,52.968834,52.968834,0
3481,positive,15.763608,6,1,0,2,0,3,1,0,0,5,0.5,3,1,0,1.114277086,3,5,4,0.266666667,4.5,31.154403,31.154403,0
3482,positive,19.460908,15,1,1,7,0,6,1,2,1,11,0.5,0,1,0,0.054478936,0,-5,-2.5,-0.166666667,1.25,49.750829,49.750829,0
3483,positive,15.930416,6,1,0,1,0,4,1,0,0,5,-0.5,0,0,0,0.25500848,3,5,4,0,-0.5,26.893915,26.893915,0
3484,positive,18.829986,14,0,0,6,0,8,1,0,0,13,0.125,0,0,0,1.215038469,0,5,2.5,0,1.875,45.082023,45.082023,1
3485,positive,27.392978,16,0,1,10,0,5,1,1,1,13,-0.125,0,0,0,2.522241784,-3,0,-1.5,0,-1.375,51.200918,59.833282,0
3486,positive,20.096788,11,0,1,7,0,3,0,1,0,10,0,0,0,0,0,-3,-5,-4,0,-2,33.604746,33.604746,0
3487,positive,18.610609,6,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23.291286,23.291286,0
3488,negative,31.731388,17,1,1,5,0,10,1,1,1,14,-0.125,0,2,0,0.557180872,0,0,0,0,-0.625,41.769504,41.769504,0
3489,positive,20.770484,8,0,0,4,1,3,0,0,0,8,0,0,1,0,0,0,0,0,0,0,37.950549,37.950549,0
3490,negative,31.153662,11,2,1,2,1,5,2,1,0,8,0,0,1,1,1.05521413,3,5,4,0.266666667,2,38.34513,38.34513,2
3491,neutral,30.844324,13,1,0,5,0,7,1,2,0,10,0,0,0,0,0.019154021,3,-5,-1,0,-0.5,62.879614,62.879614,0
3492,negative,13.694861,14,0,1,6,0,7,1,1,0,12,-0.125,0,1,0,0.963037294,-3,0,-1.5,-0.1,-1.375,29.254619,29.254619,0
3493,positive,2.700198,14,1,0,1,1,11,1,0,0,13,0,0,0,0,0,3,5,4,0,2,2.700198,2.700198,1
3494,positive,11.514452,8,0,0,3,1,4,1,0,1,6,0,0,1,0,1.385831264,0,5,2.5,0.166666667,1.25,26.848839,31.285735,3
3495,negative,30.803353,11,0,1,5,0,5,1,2,0,8,0.5,0,0,0,1.952771559,-3,-5,-4,0,0.5,45.898154,45.898154,1
3496,positive,15.642005,13,1,1,3,2,6,1,1,2,9,0,0,2,1,0.210300414,0,0,0,0,0,19.915048,19.915048,-2
3497,negative,25.463647,10,0,0,5,0,5,1,0,2,7,0.125,0,2,0,1.761737532,0,5,2.5,0.333333333,1.875,39.285221,39.285221,0
3498,positive,26.44058,14,0,1,9,0,4,3,1,0,10,-0.25,0,0,0,1.178741808,-3,10,3.5,0,0.5,39.961971,44.343385,0
3499,negative,31.29422,13,0,1,8,1,3,1,2,1,9,0,0,2,1,0,-3,-5,-4,-0.533333333,-2,53.309113,53.309113,0
3500,positive,17.542295,10,1,1,7,0,1,2,1,1,6,-0.125,3,0,1,2.697938536,0,5,2.5,0,0.625,52.02156,74.517843,0
3501,objective,35.219309,15,2,1,2,0,10,1,2,0,12,-0.625,0,1,1,0.281785813,3,-5,-1,-0.066666667,-3.625,56.933836,60.59024,0
3502,positive,28.632075,13,0,1,6,1,5,0,1,0,12,0.125,0,0,1,-0.25763651,-3,-5,-4,0,-1.375,42.405616,42.405616,0
3503,positive,24.771806,10,0,0,4,0,6,1,0,0,9,-0.5,0,1,0,1.574800263,0,5,2.5,0.166666667,-1.25,36.467863,36.467863,1
3504,positive,12.184127,6,0,0,1,0,5,0,0,0,6,0.25,0,1,0,0,0,0,0,0,1.25,30.109075,30.109075,0
3505,positive,22.82449,11,1,0,7,0,3,1,0,0,10,-0.5,0,1,0,0.25500848,3,5,4,0.266666667,-0.5,50.107881,50.107881,0
3506,positive,20.17098,13,1,0,6,0,6,3,0,0,10,0.125,0,1,0,2.619134027,3,15,9,0.6,5.125,27.629903,27.629903,1
3507,positive,21.864055,18,0,0,6,0,12,1,0,1,16,0,0,0,0,0,0,5,2.5,0,1.25,35.81312,35.81312,0
3508,neutral,18.994482,16,1,0,6,0,9,2,0,1,13,0.625,0,0,0,2.329315555,3,10,6.5,0,6.375,29.499606,29.499606,0
3509,objective,21.66347,20,1,2,7,0,10,2,1,0,17,0,0,0,1,0,-3,5,1,0,0.5,35.266502,50.089443,0
3510,negative,6.247081,7,1,0,3,1,2,1,1,1,4,-0.125,0,0,0,2.001760125,3,0,1.5,0,0.125,37.238482,37.238482,0
3511,neutral,3.394349,2,0,0,0,0,2,1,0,0,1,0,0,1,0,1.678404494,0,5,2.5,0.166666667,1.25,3.50549,3.50549,0
3512,positive,14.532073,9,4,0,3,0,2,4,0,1,4,-0.125,0,1,1,2.68632878,12,20,16,1.066666667,7.375,29.502735,29.502735,0
3513,negative,20.372911,12,0,0,9,0,3,1,1,1,9,0,0,0,0,2.494718588,0,0,0,0,0,33.624915,33.624915,0
3514,negative,13.177527,20,0,2,5,0,13,0,2,0,18,0,0,0,0,0.149773168,-6,-10,-8,0,-4,28.429111,28.429111,1
3515,positive,11.397655,9,0,1,5,0,3,0,0,0,9,0.5,0,0,0,1.218361217,-3,0,-1.5,0,1.75,20.09554,20.09554,0
3516,neutral,16.675314,11,1,1,5,0,4,2,1,0,8,-0.125,0,0,0,2.265242071,0,5,2.5,0,0.625,45.728876,45.728876,0
3517,positive,18.018448,14,2,0,6,0,6,3,1,1,9,-0.25,0,0,0,-0.191925181,6,10,8,0,2.75,29.958285,29.958285,1
3518,positive,30.975451,20,2,1,10,0,7,3,1,0,16,0,3,0,0,4.292655443,3,10,6.5,0,3.25,43.374672,43.374672,0
3519,negative,11.990192,7,1,0,5,0,1,1,0,0,6,-0.375,0,0,0,1.463588617,3,5,4,0,0.125,31.010098,39.642462,1
3520,positive,34.538949,12,1,0,5,0,6,3,1,0,8,0,0,0,1,4.292182487,3,10,6.5,0,3.25,56.019149,56.019149,0
3521,negative,16.849693,14,3,0,7,1,3,1,1,0,12,-0.875,0,0,0,0,9,0,4.5,0,-2.125,17.168248,17.168248,0
3522,objective,1.085558,8,1,0,1,0,6,0,0,0,8,0,0,0,0,0.335193614,3,0,1.5,0,0.75,1.085558,1.085558,1
3523,positive,29.588817,15,4,0,8,0,3,6,1,0,8,-0.375,0,2,1,1.134437517,12,25,18.5,2.466666667,7.375,31.129365,31.129365,0
3524,positive,14.0883,10,2,0,2,0,6,2,0,2,6,0.5,0,0,0,5.449457417,6,10,8,0,6.5,39.61316,54.957425,0
3525,negative,0,7,0,1,2,0,4,0,2,0,5,-0.625,0,0,1,-0.604292568,-3,-10,-6.5,0,-6.375,26.361516,35.545855,1
3526,positive,18.490635,12,1,1,5,0,5,0,1,0,11,0.125,0,0,0,0.199789652,0,-5,-2.5,0,-0.625,47.220512,47.220512,0
3527,negative,13.733479,12,1,0,6,0,5,1,0,1,10,0.375,0,0,0,-0.251932748,3,5,4,0,3.875,36.138871,36.138871,0
3528,negative,22.279953,16,0,3,3,0,10,0,4,0,12,1,0,0,1,-1.739047222,-9,-20,-14.5,0,-2.25,23.550201,23.550201,0
3529,positive,18.66116,7,0,2,2,0,3,0,2,1,4,-0.5,0,0,0,0,-6,-10,-8,0,-6.5,32.60514,32.60514,0
3530,positive,12.838087,5,0,0,4,0,1,1,0,0,4,0,3,0,0,1.215575226,0,5,2.5,0,1.25,13.380654,13.380654,0
3531,neutral,12.159809,9,0,1,7,1,0,0,1,0,8,0,0,0,1,0.577894303,-3,-5,-4,0,-2,16.630523,16.630523,0
3532,neutral,31.202822,18,0,1,6,0,11,0,1,0,17,0,0,0,0,1.161268807,-3,-5,-4,0,-2,50.894921,50.894921,0
3533,negative,19.099434,14,0,0,8,0,6,2,2,1,9,0,0,0,0,0.803498325,0,0,0,0,0,25.695737,25.695737,0
3534,negative,16.006089,9,0,1,6,0,2,0,1,0,8,-0.25,0,0,0,0,-3,-5,-4,0,-3.25,45.752494,54.936833,1
3535,objective,29.437699,15,0,0,3,2,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,41.017065,49.677159,0
3536,positive,15.852402,9,0,0,6,0,3,1,1,0,7,0.625,0,5,0,1.215038469,0,0,0,0,3.125,47.450383,70.631893,0
3537,negative,22.991795,11,0,2,5,1,3,2,2,0,7,0.125,0,0,0,2.165541826,-6,0,-3,0,-0.875,31.58797,31.58797,0
3538,positive,13.928941,9,0,0,4,0,5,0,0,1,8,0,0,0,0,0.575659792,0,0,0,0,0,36.711127,36.711127,0
3539,negative,18.719894,10,0,1,5,0,4,0,1,0,9,-0.125,0,1,0,0,-3,-5,-4,-0.266666667,-2.625,35.898411,35.898411,0
3540,neutral,9.931652,8,0,0,4,0,4,0,0,0,8,-0.125,0,0,1,0,0,0,0,0,-0.625,10.566776,10.566776,1
3541,negative,32.887583,15,0,1,8,1,5,1,2,0,12,-0.25,0,0,0,1.578565397,-3,-5,-4,0,-3.25,44.646529,48.841997,0
3542,objective,18.152886,12,0,0,3,0,9,0,0,0,12,-0.125,0,0,0,0,0,0,0,0,-0.625,34.368326,34.368326,0
3543,objective,31.474775,14,1,0,7,0,6,2,0,1,11,0,0,0,0,0.128867069,3,10,6.5,0,3.25,47.5699,57.685645,0
3544,positive,15.2353,7,0,0,4,0,3,0,0,1,6,0,0,1,0,0,0,0,0,0,0,43.729082,43.729082,0
3545,neutral,23.078834,11,0,0,7,0,4,0,0,1,10,0.5,0,0,0,0,0,0,0,0,2.5,54.206861,62.839225,0
3546,positive,31.202623,15,0,0,9,0,6,3,0,1,11,0,0,0,1,3.465856672,0,15,7.5,0,3.75,52.730628,52.730628,2
3547,objective,12.184053,6,0,0,5,0,1,0,0,0,6,-0.125,0,0,0,0,0,0,0,0,-0.625,17.756735,17.756735,0
3548,positive,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.082819,4.082819,0
3549,negative,22.422215,15,1,4,9,0,1,4,4,2,5,-1.375,0,0,0,15.96301032,-9,0,-4.5,0,-9.125,28.138352,28.138352,0
3550,positive,26.689955,13,0,0,8,0,5,1,0,0,12,-0.375,0,0,0,1.566649159,0,5,2.5,0,-0.625,49.954747,53.91119,0
3551,positive,10.22617,6,1,0,2,0,3,1,0,0,5,0.125,0,1,0,1.566544413,3,5,4,0.266666667,2.625,17.226385,17.226385,1
3552,negative,13.485965,12,2,2,5,1,2,2,4,0,6,0,0,0,1,0.462326627,0,-10,-5,0,-2.5,23.238451,23.238451,0
3553,objective,30.525106,18,1,0,3,0,14,1,1,0,16,0,0,0,0,1.05521413,3,0,1.5,0,0.75,136.695057,269.764054,0
3554,positive,12.2563,8,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,22.471402,25.347821,0
3555,neutral,16.338563,6,1,0,4,0,1,0,0,0,6,0,0,0,0,0,3,0,1.5,0,0.75,34.380089,34.380089,1
3556,objective,4.23749,7,0,0,5,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12.593923,12.593923,0
3557,neutral,12.3864,7,0,1,4,0,2,0,1,2,4,-0.125,0,0,1,0.319034824,-3,-5,-4,0,-2.625,20.898857,20.898857,0
3558,positive,24.08485,10,0,0,8,0,2,1,0,0,9,-0.125,0,0,0,0.680720628,0,5,2.5,0,0.625,90.448736,90.448736,0
3559,positive,15.645432,8,1,0,4,1,2,1,0,1,6,0,0,2,0,0,3,5,4,0.533333333,2,27.951192,32.587494,0
3560,neutral,24.139487,16,1,0,9,0,6,1,1,1,13,-0.375,0,1,0,0.987380001,3,0,1.5,0.1,-1.125,40.119865,40.119865,0
